IdPersona;Genero;Edad;SectorPoblacional;estado_civil;DepartamentoPersona;MunicipioPersona;cx_persona;cy_persona;EstratoPersona
L300;F;28;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12760252;4.74730623;2
M301;F;31;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.18848852;4.62121464;2
X302;F;44;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11069488;4.69851388;3
P303;M;31;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14658779;4.59502305;2
H304;F;32;Básico;SIN INFORMACION;CUNDINAMARCA;ZIPAQUIRA;-73.99087367;5.02549617;3
W305;F;39;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.16306363;4.58877955;2
R306;M;30;Joven;SIN INFORMACION;;;;;
F307;M;28;Básico;SIN INFORMACION;;;;;
I308;M;23;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14344666;4.58830264;2
D309;M;30;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10288104;4.72108781;2
O310;F;54;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11544933;4.76086161;0
M311;M;55;Medio;UNION LIBRE;CUNDINAMARCA;COTA;-74.10509466;4.81417181;3
A312;F;19;Joven;SIN INFORMACION;;;;;
Z313;M;37;Joven;SOLTERO;;;;;
J314;F;21;Básico;SIN INFORMACION;;;;;
K315;F;25;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07992949;4.60160036;3
U316;M;35;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.04875282;4.76078201;4
M317;M;28;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14621254;4.67907009;3
B318;M;33;Medio;UNION LIBRE;;;;;
A319;M;41;Medio;SIN INFORMACION;;;;;
Y320;F;27;Joven;SIN INFORMACION;;;;;
C321;M;25;Básico;SIN INFORMACION;;;;;
P322;M;57;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0717177;4.7221363;5
H323;M;40;Básico;SIN INFORMACION;;;;;
Z324;M;24;Básico;SIN INFORMACION;;;;;
R325;M;59;Medio;UNION LIBRE;;;;;
L326;F;43;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11467081;4.74385397;2
M327;M;26;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12534916;4.61971931;3
X328;M;46;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07604087;4.6306336;4
P329;F;50;Medio;SIN INFORMACION;;;;;
H330;M;26;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15415469;4.68710059;0
W331;M;33;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.03116617;4.74229105;3
R332;F;34;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07728094;4.60168417;2
F333;F;24;Básico;SIN INFORMACION;;;;;
I334;F;26;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05195598;4.66410555;5
D335;F;37;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11586746;4.75390043;3
O336;F;42;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10998977;4.73407808;2
M337;M;49;Medio;SIN INFORMACION;;;;;
A338;F;41;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05601158;4.67091092;5
Z339;F;46;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10534793;4.55701263;2
J340;M;25;Joven;SOLTERO;;;;;
K341;M;24;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13896032;4.68346192;3
U342;M;52;Básico;SIN INFORMACION;;;;;
M343;F;34;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13016883;4.58808573;3
B344;F;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0678133;4.63426263;4
A345;M;49;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07851035;4.58697699;2
Y346;M;42;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.19162963;4.61185488;2
C347;F;43;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11275474;4.75333599;2
P348;M;26;Básico;SIN INFORMACION;;;;;
H349;F;26;Joven;SIN INFORMACION;;;;;
Z350;M;44;Medio;SIN INFORMACION;;;;;
R351;F;30;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.12945767;4.69982221;2
L352;M;49;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.18779802;4.64379381;2
M353;M;39;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10825377;4.50572146;2
X354;F;26;Joven;SOLTERO;;;;;
P355;M;49;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.15805957;4.56804896;1
H356;F;30;Medio;SOLTERO;CUNDINAMARCA;FUSAGASUGA;-74.36970594;4.33857814;4
W357;F;25;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.16739058;4.68077763;2
R358;F;55;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08492864;4.75606776;2
F359;M;47;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06203479;4.69024346;5
I360;F;40;Básico;SIN INFORMACION;;;;;
D361;M;25;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.17831492;4.63008634;2
O362;M;51;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05282508;4.71056469;5
M363;F;29;Básico;SIN INFORMACION;;;;;
A364;M;55;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.10275681;4.7618693;2
Z365;M;22;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11256757;4.54175832;1
J366;M;35;Básico;SIN INFORMACION;;;;;
K367;F;21;Joven;SIN INFORMACION;;;;;
U368;M;38;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.12208353;4.54441675;2
M369;F;24;Joven;SIN INFORMACION;;;;;
B370;M;55;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.20143522;4.63817496;2
A371;F;49;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.0726255;4.74381946;0
Y372;F;38;Básico;SIN INFORMACION;;;;;
C373;F;22;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09802327;4.69047908;3
P374;M;23;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15619163;4.572696;
H375;M;40;Básico;SIN INFORMACION;;;;;
Z376;F;19;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.01435596;4.73203195;
R377;F;37;Medio;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.20088967;4.59479645;2
L378;F;23;Básico;SIN INFORMACION;;;;;
M379;F;48;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.20067144;4.63626173;2
X380;M;22;Joven;SIN INFORMACION;;;;;
P381;M;56;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.16604184;4.59385441;3
H382;F;28;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1249981;4.55938562;2
W383;F;32;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13336224;4.65837689;4
R384;M;47;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.17129969;4.70055564;2
F385;M;49;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1593388;4.57555811;1
I386;F;56;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11832717;4.56670683;2
D387;F;18;Joven;SIN INFORMACION;;;;;
O388;F;30;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.03503063;4.71104691;
M389;F;32;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08769715;4.74718792;3
A390;M;48;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09496127;4.72715382;2
Z391;M;57;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.0964451;4.74036373;0
J392;M;29;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12117984;4.60433751;3
K393;M;36;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.18663633;4.64008505;
U394;F;35;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05508665;4.6441437;4
M395;F;25;Medio;SIN INFORMACION;;;;;
B396;M;63;Básico;SIN INFORMACION;CUNDINAMARCA;FACATATIVA;-74.34795774;4.81138084;2
A397;M;39;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07476818;4.59027557;2
Y398;F;25;Básico;SIN INFORMACION;CUNDINAMARCA;FUSAGASUGA;-74.35969656;4.32568338;2
C399;F;30;Medio;SIN INFORMACION;CUNDINAMARCA;FACATATIVA;-74.36232437;4.82236775;3
P400;F;37;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06459551;4.60475084;
H401;M;34;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.02606977;4.66323217;2
Z402;M;36;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11363497;4.68197014;
R403;M;21;Básico;SIN INFORMACION;;;;;
L404;M;47;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.18043799;4.63932746;2
M405;M;24;Básico;SIN INFORMACION;;;;;
X406;M;40;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.04668569;4.69405385;6
P407;M;65;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11356484;4.74561358;2
H408;F;25;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.17873704;4.60822584;2
W409;M;32;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.18201474;4.62461757;2
R410;F;46;Medio;SIN INFORMACION;;;;;
F411;M;49;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09762232;4.58334639;3
I412;F;34;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0899849;4.68123532;3
D413;F;42;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15999887;4.5733119;1
O414;M;21;Básico;SIN INFORMACION;;;;;
M415;M;57;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06297012;4.64146489;0
A416;F;19;Básico;SIN INFORMACION;;;;;
Z417;F;41;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05930454;4.6499178;4
J418;M;52;Medio;SIN INFORMACION;;;;;
K419;M;37;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05202114;4.68212863;6
U420;F;21;Básico;SIN INFORMACION;;;;;
M421;M;40;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.16053693;4.62356371;3
B422;M;32;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09565142;4.6072573;3
A423;M;41;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11866936;4.63279517;
Y424;M;64;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11911386;4.75875532;2
C425;F;28;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04740866;4.67239021;6
P426;F;29;Básico;SIN INFORMACION;;;;;
H427;M;29;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.17075645;4.69987571;2
Z428;M;38;Básico;SIN INFORMACION;;;;;
R429;M;45;Medio;SIN INFORMACION;;;;;
L430;M;32;Joven;SIN INFORMACION;;;;;
M431;F;29;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11120103;4.59245019;0
X432;M;19;Básico;SIN INFORMACION;;;;;
P433;M;32;Básico;SIN INFORMACION;;;;;
H434;M;37;Medio;CASADO;CUNDINAMARCA;FUSAGASUGA;-74.36340201;4.32319961;2
W435;M;61;Básico;SIN INFORMACION;;;;;
R436;M;39;Básico;SIN INFORMACION;;;;;
F437;M;83;Medio;SIN INFORMACION;ANTIOQUIA;MEDELLIN;-75.6031257;6.24678895;5
I438;M;40;Básico;SIN INFORMACION;CUNDINAMARCA;FUNZA;-74.19332551;4.71112859;2
D439;M;50;Básico;SIN INFORMACION;;;;;
O440;M;32;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.03784594;4.76319986;3
M441;F;49;Básico;UNION LIBRE;CUNDINAMARCA;ZIPAQUIRA;-73.99863224;5.03739516;2
A442;F;33;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05273336;4.75962092;4
Z443;M;37;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14746651;4.62759176;3
J444;F;33;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.15437584;4.67865401;3
K445;M;28;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06775075;4.6827826;4
U446;M;44;Básico;SIN INFORMACION;CUNDINAMARCA;LA MESA;-74.46718078;4.62488613;3
M447;F;41;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05921532;4.7658941;4
B448;M;41;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06827767;4.68639317;4
A449;M;29;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1959375;4.62422141;2
Y450;M;32;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11756292;4.57660387;3
C451;M;26;Joven;SIN INFORMACION;;;;;
P452;M;34;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.04821629;4.76049509;4
H453;F;19;Joven;SIN INFORMACION;;;;;
Z454;M;26;Joven;SIN INFORMACION;;;;;
R455;M;41;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.03914615;4.7014906;6
L456;F;43;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.03875066;4.72978892;4
M457;F;36;Medio;SOLTERO;;;;;
X458;F;38;Medio;SIN INFORMACION;;;;;
P459;M;39;Básico;SIN INFORMACION;CUNDINAMARCA;ARBELAEZ;-74.41865455;4.27514351;
H460;F;23;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09068032;4.72420518;2
W461;M;31;Básico;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.20529857;4.5797227;3
R462;F;33;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15279406;4.57508402;2
F463;M;33;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09635792;4.58548944;
I464;M;30;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14698577;4.6701763;3
D465;F;32;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11249573;4.56185724;
O466;M;26;Joven;SIN INFORMACION;;;;;
M467;F;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11846462;4.57637406;2
A468;F;28;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.17948829;4.63271313;2
Z469;M;50;Básico;CASADO;CUNDINAMARCA;SIBATE;-74.2602691;4.4960337;2
J470;M;56;Medio;VIUDO;DISTRITO CAPITAL;BOGOTA D.C.;-74.03979831;4.74223538;4
K471;F;21;Básico;SIN INFORMACION;;;;;
U472;F;53;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07067104;4.64728558;3
M473;M;47;Medio;SIN INFORMACION;;;;;
B474;M;43;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06766526;4.74759403;4
A475;M;33;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12013502;4.74442928;2
Y476;M;27;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1041199;4.71164288;3
C477;M;46;Básico;SIN INFORMACION;;;;;
P478;F;34;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11450015;4.67860564;0
H479;M;34;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15565915;4.57610747;2
Z480;M;62;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.05816259;4.63911199;5
R481;M;43;Básico;SIN INFORMACION;;;;;
L482;F;26;Básico;SIN INFORMACION;;;;;
M483;M;45;Básico;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.2208326;4.57781354;
X484;M;51;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05313755;4.65319138;6
P485;F;22;Joven;SIN INFORMACION;;;;;
H486;M;48;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15034931;4.64987859;2
W487;M;51;Medio;SIN INFORMACION;;;;;
R488;M;47;Básico;SIN INFORMACION;CUNDINAMARCA;ZIPAQUIRA;-73.98681183;5.0234006;3
F489;F;25;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0825034;4.58407272;2
I490;F;36;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07546157;4.60040399;2
D491;M;58;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.1311712;4.62662291;3
O492;F;35;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14823184;4.55960898;2
M493;F;38;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06771504;4.59504258;
A494;F;50;Medio;UNION LIBRE;;;;;
Z495;F;40;Básico;SIN INFORMACION;;;;;
J496;F;59;Medio;SOLTERO;CUNDINAMARCA;ZIPAQUIRA;-73.97210431;5.02582117;2
K497;F;35;Básico;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.22457906;4.58166337;2
U498;M;58;Básico;UNION LIBRE;;;;;
M499;M;24;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.16541088;4.60343394;2
B500;M;54;Básico;SIN INFORMACION;CUNDINAMARCA;LA MESA;-74.46712011;4.62677038;2
A501;M;32;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.17371249;4.6403105;0
Y502;F;42;Medio;SIN INFORMACION;;;;;
C503;F;30;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.12086859;4.71168737;3
P504;M;43;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04447182;4.71012529;6
H505;M;34;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.16393379;4.63502545;2
Z506;M;26;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.06369617;4.63673934;4
R507;M;54;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11697655;4.72815467;3
L508;M;32;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.1720497;4.64938924;2
M509;F;23;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12540203;4.64753207;0
X510;M;45;Básico;UNION LIBRE;;;;;
P511;M;29;Básico;SIN INFORMACION;CUNDINAMARCA;MADRID;-74.28136195;4.73407;1
H512;F;24;Joven;SIN INFORMACION;CUNDINAMARCA;FACATATIVA;-74.34839065;4.81071647;2
W513;M;50;Básico;SIN INFORMACION;;;;;
R514;F;50;Básico;SOLTERO;CUNDINAMARCA;SOACHA;-74.23116383;4.59543605;1
F515;M;38;Básico;SIN INFORMACION;CUNDINAMARCA;ZIPAQUIRA;-73.98367162;5.02640912;
I516;F;23;Básico;SIN INFORMACION;;;;;
D517;F;45;Básico;UNION LIBRE;CUNDINAMARCA;CACHIPAY;-74.44162569;4.73447544;
O518;F;42;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08783436;4.61469482;0
M519;F;52;Básico;SEPARADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10938528;4.74051201;2
A520;M;25;Básico;SIN INFORMACION;CUNDINAMARCA;LA MESA;-74.47053471;4.6295141;2
Z521;M;24;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.19971047;4.63320824;0
J522;M;28;Joven;SIN INFORMACION;;;;;
K523;F;21;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.19481786;4.63358482;2
U524;M;25;Básico;SIN INFORMACION;;;;;
M525;M;56;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05974085;4.6465161;4
B526;F;42;Básico;SIN INFORMACION;;;;;
A527;M;26;Joven;SIN INFORMACION;CUNDINAMARCA;GIRARDOT;-74.81964978;4.30371024;4
Y528;M;48;Medio;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.21024552;4.58515224;2
C529;M;58;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13686327;4.62744256;3
P530;M;53;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.02863325;4.76506212;2
H531;M;60;Básico;SIN INFORMACION;;;;;
Z532;M;53;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11517721;4.68018852;3
R533;M;51;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06366519;4.61727983;2
L534;M;47;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15987341;4.63068215;0
M535;M;25;Básico;SIN INFORMACION;;;;;
X536;F;40;Medio;SIN INFORMACION;;;;;
P537;M;33;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.18241527;4.58847769;1
H538;M;39;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14881726;4.68526236;3
W539;M;20;Joven;SIN INFORMACION;CUNDINAMARCA;FACATATIVA;-74.35666836;4.81774387;2
R540;M;27;Básico;SIN INFORMACION;;;;;
F541;F;36;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.16553812;4.57082458;1
I542;F;35;Básico;SIN INFORMACION;;;;;
D543;F;48;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1514128;4.60177672;3
O544;F;35;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0732063;4.67425379;3
M545;M;49;Medio;SIN INFORMACION;;;;;
A546;F;36;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09193443;4.71905815;3
Z547;M;43;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07289355;4.59948917;2
J548;M;40;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14543848;4.59662943;3
K549;M;30;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05971066;4.75368594;3
U550;M;46;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.17675306;4.61933478;2
M551;M;44;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.10613908;4.68873191;3
B552;F;33;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.16312598;4.6203193;3
A553;M;28;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11521802;4.54534215;1
Y554;F;26;Básico;SIN INFORMACION;;;;;
C555;M;32;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05064933;4.71993623;5
P556;M;21;Básico;SIN INFORMACION;;;;;
H557;M;29;Joven;SIN INFORMACION;;;;;
Z558;M;51;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.09190211;4.64529271;4
R559;M;43;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13145472;4.70154519;2
L560;M;40;Básico;SIN INFORMACION;;;;;
M561;F;43;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11247503;4.67947585;4
X562;M;39;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.12638618;4.74743928;2
P563;M;58;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.06396867;4.70747405;5
H564;M;22;Básico;SIN INFORMACION;;;;;
W565;M;44;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.0637151;4.63486658;
R566;M;32;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08686554;4.75472369;3
F567;F;30;Joven;SIN INFORMACION;;;;;
I568;F;49;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.09264924;4.55379195;2
D569;M;49;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10639756;4.74058743;2
O570;F;42;Básico;SIN INFORMACION;;;;;
M571;F;49;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07516645;4.5992942;
A572;M;32;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.02083973;4.74292501;2
Z573;M;19;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13223089;4.56357644;2
J574;F;25;Básico;SIN INFORMACION;;;;;
K575;M;30;Joven;SOLTERO;;;;;
U576;M;63;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14144113;4.71609155;2
M577;F;34;Básico;UNION LIBRE;CUNDINAMARCA;CHOCONTA;-73.68279495;5.14406292;
B578;M;24;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15068142;4.5452771;1
A579;F;40;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.06058205;4.65878095;4
Y580;M;35;Medio;SIN INFORMACION;;;;;
C581;F;53;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.14005641;4.54854211;2
P582;M;52;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10927759;4.51533227;1
H583;F;30;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.03884567;4.72089371;4
Z584;F;24;Básico;SIN INFORMACION;;;;;
R585;M;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1508667;4.66924634;3
L586;F;53;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.0586725;4.75951547;4
M587;M;32;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10020907;4.76240634;2
