IdPersona|IdEmpresa|Categoria|Piramide1|Piramide2
I204|a0fe9c07b3a9cd207de290b8915512f0fb6566414c83fa0d96c4f9bf46407e0a|A|4 Micro|4.5 Transaccional
D205|7b78df74293ac99f48dfe3c6bdde4e7eec9f71b6520b190ed6bd20d42f55a771|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
O206|1141ff6a936abacecb12d66d381efb1dd525656d6b68889ff12ff2c2e2407532|B|1 Emp Grandes|1.1 Platinum
M207|ab4a6a0d54547f2022aa2cf3366dbe86bfd2ae9a1cc75aaed8e75c51d603be88|A|4 Micro|4.1 Estándar
A208|8eb5a9da950d5b45a7ed23d525a47d1d80401298e8b30e5e660d0a5614b13d82|A|3 Empresas Pymes|3.2 VIP Estándar
Z209|19a2e25cd7bbe6a67ec2b6b3a012ea033edff812e36ec237460ccb0ae86d7e6f|A|1 Emp Grandes|1.2 Premium
J210|242d14daa4c38cfc72fcf28ff73ca4799281580fb41e490df2b74df345d80832|B|3 Empresas Pymes|3.1 VIP
K211|c960a1f569d725ea1578ea4dd9f8048e864d5fb56e16ccc134ba5fbcb47b6751|A|3 Empresas Pymes|3.1 VIP
U212|42a52296cd6f3c4132d96372e48edf38e71757bda5a5cbd52e894cde315aeabf|A|3 Empresas Pymes|3.2 VIP Estándar
M213|51b11e02e7bd570e645e0b5d7de9398c4591f111560c252f4ef4e56fef134154|A|1 Emp Grandes|1.2 Premium
B214|93cabce261fa1bdcaae0f4d580fc1b894aff2262826c868d74e4cf57e32ad367|A|2 Emp Medio|2.1 Gold
A215|cdde7a3503a2c1e6115f32eb996be0a6a149ea9ccb98a65c1871c60d90bbb85d|A|5 Micro|5.1 Colsubsidio
Y216|3c81f3c2c474fd69fa5f9408c1c671ea5cbdf39835e82b1b1b33c517df97644a|B|3 Empresas Pymes|3.1 VIP
C217|f75074eb6abe032197edc08ea2d2d7500009523f3a7aadcd747c1acd1fdd1dd0|C|2 Emp Medio|2.1 Gold
P218|e7365766c55dc094b20bd507a26ab3592d31dd4eae758b06b36ffe35d3a17667|A|4 Micro|4.1 Estándar
H219|696085678cc2594a005212cd5db2f073749f2a7275c7c06f778ac896d105d68d|A|3 Empresas Pymes|3.1 VIP
Z220|e33c7728bb31213b760700670775b93c458172de287d725c928b91e5ce7b00f0|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
R221|769ddbda6466656e5ad0bb5bf4a8cdde6a20313d05628719074a1b49633ff0d8|A|1 Emp Grandes|1.2 Premium
L222|2416326897fbfc48eaa8bdcd68fcee68cc92b007dfa70d9421537a1482f86f1b|B|3 Empresas Pymes|3.1 VIP
M223|6bd2df6bb6b31caa70eb5d4d21f69e64aab02783393224d61a26492e2a213035|B|2 Emp Medio|2.1 Gold
X224|d0bc01c562c9f775a6036a0739dfe2c17faa71ec9d1bebd072a77279a00bfaea|C|4 Micro|4.7 Transaccional - Independiente
P225|fdb0fa0e180f13ee5940630038d5e59ecfeeb382c29b86ba313caaf28bfa3452|A|4 Micro|4.5 Transaccional
H226|cd56a623a01b67d8c4d087eebecb3b6e333d69124a0f726afa0e3b173aca3bc5|A|4 Micro|4.1 Estándar
W227|c500c96599ccbb9c27cce175523da941738835a82991e32c213a11b364c33784|A|2 Emp Medio|2.2 Silver
R228|0c8bf3e2a807a6581dde886b92e16ad61798683171504bd477c9ccf0de2d3719|A|2 Emp Medio|2.2 Silver
F229|ca3837e5c75473b31a74facc3e88832c71c0f5cf7ceb45afeec5108b4e103b56|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
I230|eeaa9d9a939c525e18046ace1b83cdab4ada882909b115bf0dd3c8d9d0d0ad55|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
D231|7f8d0680d87b5d0c0a3a583cdbd1c2f33880132760607a7b5f43ff25c9519eb7|A|4 Micro|4.1 Estándar
O232|6a0fd3ba6a417299efa4adafb607794bfb3343baea8105c06ee87a846262847a|C|2 Emp Medio|2.2 Silver
M233|7ffc7d21b3a889ea5a552e581adda94c485718fe6a7f922fbb77c92c0e7cbc2a|B|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
A234|39006c572a5a35830d0d44fd0fe0e2982a3ee4b85ac0899594f60387b7cdc4af|A|1 Emp Grandes|1.2 Premium
Z235|abb23ef28220220106d130cb2575b811bbad95b0d1587f2a82ef1426ef907ea1|A|4 Micro|4.5 Transaccional
J236|29f604b12dae40bf7be2a073ee5ccbadb66d501acaed9783326ff39e0804207e|A|1 Emp Grandes|1.1 Platinum
K237|1d1663cccb4d2ac7318aa084dddd327a16fecc9fb44229d9fc32363abae35afa|A|3 Empresas Pymes|3.1 VIP
U238|9b060e1825451a053f87e7abd564b0d5d14341740ac5b13eb65f8e92457bf14f|C|4 Micro|4.5 Transaccional
M239|4d78e1d9de21104b149fd64f9dc929f1f5b5cc9e52c8a2310abfb357ac5ea5d5|C|2 Emp Medio|2.1 Gold
B240|a9f370e5807d279891a8f395a95cdd7ec12e9e77e476cc8d881826f7aed9873c|B|1 Emp Grandes|1.1 Platinum
A241|248d2e67a560e3757840f8bba4405c3829fb23a3d406d3bc15e5ca4c6ee06d63|A|3 Empresas Pymes|3.1 VIP
Y242|f9716560a3fa0d2da65c6653c8d296893a2ac6d17fc361c16ffbbe6fd067571a|A|3 Empresas Pymes|3.1 VIP
C243|ba50f3c48b338e67cff44213cd4891f37d28a53e0e00ed6b00e1238d87feb09c|A|4 Micro|4.5 Transaccional
P244|5c582c15daf12696456c6f565199790e4b16953629e15009e92fcd929c6f4304|A|3 Empresas Pymes|3.1 VIP
H245|4e5f10a6e88bb352e16cb34690af1f3d6b8991b6e0518624389a73d6fc73b789|A|3 Empresas Pymes|3.2 VIP Estándar
Z246|b7ba727184b09e21a571b4eb0221d969f24fbec14d1cf77a78cf18057726fa2e|A|2 Emp Medio|2.1 Gold
R247|3192d40a00863e4125970706a2fe4164687a914d90c9f6e08f24a6caa52b887d|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
L248|15dbcf007da6f14ecb66039387e7ec51ee086c523ec1f089fa9ce99c070d0c37|A|2 Emp Medio|2.1 Gold
M249|11008b35028258622a6f4d9edc8e84d81e364d750ef4df7f2bd9212fba365b1f|A|3 Empresas Pymes|3.1 VIP
X250|e221ccc218d7b5b3f124a78f73d106412e34a4d8cc77f7ac4d78cfab3988a24a|B|1 Emp Grandes|1.1 Platinum
P251|ab7948c2b814e668b26db1e74d2f75547134fdcefed7c53b2123afc20f625b6f|A|2 Emp Medio|2.1 Gold
H252|318fdc82c48993600379a5dd8bacccff36d20873cc9c615be9f1194c3987fb86|C|1 Emp Grandes|1.1 Platinum
W253|619eb24b0f2f193ee52e3a71fda4c76b8ee4a901426a62ecf23ceec54a5076e4|B|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
R254|ef6c75d4a457a5a5e4ab55d52a00c409098792688c61019b03698dbb7f3c8f73|A|4 Micro|4.5 Transaccional
F255|056575e448f4181e774e46e5c706ba3073164a0ddb8e310ff69527fd7266b184|A|4 Micro|4.2 Trans. Mas de 100 Trab.
I256|e5134d913fbc403666779829980c91ba52956bee921d84e8ad74160d4699aa77|A|3 Empresas Pymes|3.1 VIP
D257|08c989e7bd8707c9be09701c21526c8a0d04db7ac94a92de9ffc563937bc81d7|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
O258|02ec3d5877b346abae539a6252648ff4f6aaf64edda7b429e1be8015ff078408|A|4 Micro|4.8 Transaccional - Pensionado
M259|ec99c02cdff8d8f6e1b730cd408d98d4db4839ed464a34cabac36139ba306b80|A|2 Emp Medio|2.1 Gold
A260|efc5158af39814dfcea013cc372f8716b3db88cb5f598ea17a2909d6baf47678|A|4 Micro|4.5 Transaccional
Z261|adeaee7ccd954ae1e2dfcce8d2a3da227d16438e6a4ca279581656e88c57b5d7|A|3 Empresas Pymes|3.1 VIP
J262|99559ddabfbea70f71dcd1400e9dca8ec7825664a6dfaa31e569a4ed7a1664c2|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
K263|e067d65eba972320b84943d0d24d85ad7ba7a81a984b363e06c92fad525d6c65|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
U264|d0067a06ee6594e7601871f7da1cb0cc8cb2a6cb984af263cb9e936e945ea9d5|A|3 Empresas Pymes|3.1 VIP
M265|8afdda980bb9ff537230f1d1eb09d79757ece9066b48834071863797c972e44d|A|4 Micro|4.1 Estándar
B266|168b37ee64a5e0f625c31a0773a83558f4f849cf88047d88d9e62ca25b1417db|A|3 Empresas Pymes|3.1 VIP
A267|c07eaa70e89d0e36c35750599c684728f12f897e435a027726350981b335579b|A|2 Emp Medio|2.1 Gold
Y268|085a49564c95ad2426e3fc5aa0203b02013124cd9e5d83498c5318d5e2dc961d|A|3 Empresas Pymes|3.2 VIP Estándar
C269|4e83e3cd686d3aae59e69ae1b296de42832d4b76a105f0bd451a357fa769a275|A|4 Micro|4.5 Transaccional
P270|a1ec01dac9ce0ba20e5016fb87cc9dd0471faf210a6ba7c4341fb024ab0426b6|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
H271|a3b0850115333d083a76103e3b77d124ba0ebc78e89ab1dc4d0f24244a1b54cd|C|2 Emp Medio|2.2 Silver
Z272|d3735358b7a080f3d82e8195c4b57d98c2b66d7333761926515af5e2e92717fa|A|3 Empresas Pymes|3.2 VIP Estándar
R273|85ddec0a09aaa68477c423dd0c2ccb3dd2eea520e1cb2e0178ac48daa2e9a46c|A|3 Empresas Pymes|3.1 VIP
L274|9f8a10a07a58dc84ada9c498b1cc812a668cdf0752bbf3448b4e46073499d44b|A|4 Micro|4.2 Trans. Mas de 100 Trab.
M275|1c1d621156125af6039bb6e25e27f47b91ed80e5315f710029f850fa72937650|C|2 Emp Medio|2.2 Silver
X276|fc9f5291be90f5803d3baaa21a5fa9d64d462508df457e98b8c75c77186c84e7|C|1 Emp Grandes|1.1 Platinum
P277|049511c19f3f789fcc76fbf56a94a795144c7978cc4465d5275168e207578d0f|A|4 Micro|4.5 Transaccional
H278|5f4fccf29da450b2384f4d5f58d3109c2ae394f6b475bb551e26dbf2211dbdfc|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
W279|3c8024e285279642ffeada1c977bd86132adc1476c96bc9730d18ed5b1bfd525|A|1 Emp Grandes|1.2 Premium
R280|bf69bfff7f875c44efb7a84aeb3fb897de44eb680fa777f8f3274b1f61769d8d|A|3 Empresas Pymes|3.2 VIP Estándar
F281|e09e78d2b65828e87f97bc43b4add753747eb9c7b74ba5f63fa6c31f94a43b00|C|2 Emp Medio|2.2 Silver
I282|dd70ae0a6fc543f76dd2daae5c12263ef78e3bcb28a593b75e3ba5278fc7b62e|A|3 Empresas Pymes|3.2 VIP Estándar
D283|739c12273a28dd8db0b3525ad3130350845f7a5d3653e5a47011ffca5933539e|A|3 Empresas Pymes|3.1 VIP
O284|6c3b6a5a635d67a36fb9fe8a69c22344e66d6855fbccd4a22ece78569a288521|A|3 Empresas Pymes|3.1 VIP
M285|8d93883104ee320369b33ce9fab89d73daa87d1e8a185c730e79f4a7335e7879|B|3 Empresas Pymes|3.1 VIP
A286|eda72a56b4d198b9c6437a2561cfca56da4d5865fcc339b1cec0a5ae1e13f5c6|A|4 Micro|4.1 Estándar
Z287|adeb34649ca5d9c93587eac3054837ec590705247d1bbbd69bca9472ff00843a|C|2 Emp Medio|2.1 Gold
J288|cfa3a28bb298695ba4b986fa0ab669730dd7022a12e7e6f9211503056812c500|A|1 Emp Grandes|1.2 Premium
K289|9bb47b30b483d7e0a82972cb90566aa24d14e3da90a06bfffb115db9c78ffada|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
U290|13e6c1a096146884a9730da452b4088a7edc01992ac5b85c1c6621b33e08bfd8|A|3 Empresas Pymes|3.2 VIP Estándar
M291|21b90a37d80a799ab26edc22bc0f365aa6d960114b01e9e889956a5cb7831bde|B|2 Emp Medio|2.1 Gold
B292|c82923e305ec4aca255335f159b65b0a104512825df2f75e8cb1f4f95a68d86c|A|1 Emp Grandes|1.2 Premium
A293|57b1877fc37e527f624230ec5cfd14cde837dc16a87ba68a9b9d9595c898f104|A|2 Emp Medio|2.1 Gold
Y294|af8011d1bb7c8866c8132d33bfc60e366d99728e614657e73f82c9090c0b1909|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
C295|95be591a0ee209c160d917ab6522359ce17b6ed801330db2f3900dd517e0f2f6|C|2 Emp Medio|2.2 Silver
P296|618321f0b8eaa15b9c4e15804c94641fe38ffb1882dda3d6ddad3e3a9361aa2b|A|1 Emp Grandes|1.2 Premium
H297|4bb17eaa24aeea8b8aff2e83b4c09085fe0dec85f314bb621ec205d8389bb184|A|1 Emp Grandes|1.1 Platinum
Z298|6cc7822079cbb53409449bfed77c25ed742237580e1ffd56fb401fc042c3c2e3|B|1 Emp Grandes|1.2 Premium
R299|0dc3189bd441a6f0d1cb416677d6ac6f63789a553f4ec6cc1cfeaaac6921822b|A|3 Empresas Pymes|3.2 VIP Estándar
L300|2dbd8ba977992ffaa578dd424a31d1d44f4f29b6a933fcfe22249a1bdc0c9f6b|A|2 Emp Medio|2.1 Gold
M301|4bc5b311d45c34417ac0cd7b76f3c765cb57d1b719546f3c687e303d0cd2e7ac|A|4 Micro|4.1 Estándar
X302|f607c93b1fd78e68cd952346421348a049a3e1a9787c2604b32c20f0ac7d81d6|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
P303|3bb44f21b55cab2fafa826737f79c29399eead5755a042a6de910b7a33270613|A|4 Micro|4.5 Transaccional
H304|b113491237fd38d9fa80b5a933afe9b593afc594a6da113e198ace884f8b46c1|A|3 Empresas Pymes|3.1 VIP
W305|1d30fdf8382b81c2d5779b0866847f01707dc6b23f3cf77354b41346bf301423|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
R306|fa6fe9728f140ce9fe3968ab29d22d91af334efd511442a8f2ae8eac787b1b26|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
F307|28e747dfca1ec1182cff08e2de1f0bd776de9a2b6f176441ec5179e19078fb2b|A|1 Emp Grandes|1.1 Platinum
I308|9e3320e3e4806ac509a18b01ba966056571e2ee079aaa05fa8ab6489d4393f51|A|2 Emp Medio|2.1 Gold
D309|a3438d367a2b251aa99a4d32de8b43529c23152cc0cb0298b75d75baa47efd56|A|3 Empresas Pymes|3.2 VIP Estándar
O310|f22ae261cd103620cc17a89dd2c6a4654b56569b7877b9fa4d7d7e9e6a4ef164|A|3 Empresas Pymes|3.1 VIP
M311|4578d85d3889cbfb28c3a1f1af096f00bbe169f88d49ac595951e584ea1e510b|C|3 Empresas Pymes|3.1 VIP
A312|9688dd9d5e5da52a7afb5f7e8605b58fb078f24836a2e75726e1327763ac87e4|A|2 Emp Medio|2.2 Silver
Z313|9ef46b5c455f27d1890de7a476743cb4e41174c501213bd2290fee75f4b357d4|C|2 Emp Medio|2.2 Silver
J314|4510cd891fae9f15590943a6af3209d576836aff0401487b947af9fe94648064|A|3 Empresas Pymes|3.1 VIP
K315|e73e08b949e643ed49ca8454cd8a17d43452167d39388ed86cac8f8799b78158|B|2 Emp Medio|2.2 Silver
U316|a3b582ff27bd78fd4ba3db78de8842a140f89aa6bb25101f5193283b88e5cb15|C|3 Empresas Pymes|3.2 VIP Estándar
M317|6183d1c2281f5adda9a685d25327165034b1f8526c38e3b5482a0850a05c3626|A|2 Emp Medio|2.2 Silver
B318|a7a0cc102329a3d127e9c61fa5806935a42130e65461abb150bfa8a611840fae|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
A319|6c6a1fa23f2358b003d532dbaa5ec46fc5dd665ec6c66e4f006dea055bf9d111|C|2 Emp Medio|2.2 Silver
Y320|3d52a8bbf1bbf16da9a897ff26309fc8e102b8bc1a78bfe49fb79967ed381283|A|4 Micro|4.5 Transaccional
C321|f6820bba70674abfd66329c935340a6bc48f4ffaf238bc67ed4aabc0a7a811b3|A|2 Emp Medio|2.2 Silver
P322|4b3bd1393c5136ab2af2d881136611f268a348e0ba50d1348e8b13c46fb1ae50|A|4 Micro|4.4 Trans.Natural Ent. 11 a 99 Trab.
H323|31db3262ca5551657ddcaeeb9c7c06220f8ada0e9db3834285d63a1f87990ac7|A|4 Micro|4.5 Transaccional
Z324|10ed8ab185001c6ab5397c6862e3e08de8a57367f834c4d718f32ce2445e8cec|A|4 Micro|4.5 Transaccional
R325|af260893b521a7a30bc326f4be3e5ddf2383cbd3e88029c6d7ad3ead71ce9350|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
L326|82460fcbe079bcf44c12a0616b223ec0248de8af5b15be7ab6a1489ac0ad613c|A|4 Micro|4.5 Transaccional
M327|d4d89d74ceda5f3646c312d971bba37f90560c478687703a7d0597adeeee348e|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
X328|4d1d99a7b37fe889958ab6b4144d5aab0fbb055a591340d3003fa6e61d092507|C|1 Emp Grandes|1.1 Platinum
P329|d62bfd4698c986b11c6a5e5e385bc831605861c0d25ab943c40a4cbce2e633fa|B|1 Emp Grandes|1.1 Platinum
H330|03f5318629c012c1a8de8e822867f0ed318336ed1f2b28cc7cd771a8a8a5399e|A|1 Emp Grandes|1.2 Premium
W331|92cad3b7b133d573912dd56896b394d30679e5b7f70fda578ba6b6faef4bf56a|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
R332|d5f73b5037861aeab856a10a7e8b1a58667bfd84da2e0ecd0f1106e82f751f1b|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
F333|5d00a660f1882916a9fdbecbb57bd30a51d103dabe5ae9a80796db577661c1a0|A|3 Empresas Pymes|3.1 VIP
I334|94a25bc5cb7f4da4afe75ecde791aa798d4d0b82a101b74e55bfb8480ee3eb45|A|4 Micro|4.5 Transaccional
D335|1689ef7449b845a2b9555104fd8428909f111d0caa7c0864739d6023084b2d40|A|4 Micro|4.5 Transaccional
O336|b81d4fac8e9d1891d1bbed78986e71e939baf74b86c290285a5fa9be5a55ed33|A|4 Micro|4.5 Transaccional
M337|9d8359ffc69da77f25336daa984f871f3fcb9da6aebc4aafd7c9a060ba54c94c|A|4 Micro|4.1 Estándar
A338|30847609a3e0181a7b13ff3c9d29843430cb2acacd86eedc91176fa92dc50585|C|4 Micro|4.5 Transaccional
Z339|f87ecd765449383818b6af1a5caaf4ca31822742911ff55091ef33abca65121e|A|3 Empresas Pymes|3.1 VIP
J340|6dc5968304188335a562aaaf97f92ca26b32f9a3c85c3cb70abf99a3e133a797|B|3 Empresas Pymes|3.1 VIP
K341|1f4c8f74b038d918adb98debe02724a17152b10a07ac179e73d80386bb8f39b8|B|4 Micro|4.1 Estándar
U342|16f55068c4d09b72f35644ccdf6045d84dec1c827214362651b10770e9831e7f|A|4 Micro|4.7 Transaccional - Independiente
M343|d51b87a5afd23ab4c0e78514f615596fff94169b308c0d7b82e10ab26f14716b|B|1 Emp Grandes|1.2 Premium
B344|b9b827ac3eafd769c5fd66e50ebaa682ace6baec2ca2d89e7410c8183be3089b|A|4 Micro|4.1 Estándar
A345|81e2989d2d1738b4807e6509658b458a4cebea5f640c02b7368c2e3518870901|B|4 Micro|4.1 Estándar
Y346|dc803f505d7318eeb9c45359f6771271d7eda18e5b8fbd9570ae123db3da2571|A|4 Micro|4.5 Transaccional
C347|0d506621cce38019e70a49215202811c77779c5eed7af2ce02e909998d3839ee|B|4 Micro|4.5 Transaccional
P348|9756edc60aafe9a7eccecc0b39e2d4de3c6615d934ca21e238646f63c45394b2|A|4 Micro|4.1 Estándar
H349|3bbefba37798393294befa3f082de5afbe231a4337f271d26fc1a21b214d6cb9|A|3 Empresas Pymes|3.2 VIP Estándar
Z350|5d11c74108705e30c61b5f00b9261fbc6a2f31f7bfc3d8a5d47edcdc161a8e4d|C|2 Emp Medio|2.2 Silver
R351|74f12f1d0df10b1fbe19d77b44e8844f84098e11137dec7c7c0c875fdfd4c797|A|4 Micro|4.1 Estándar
L352|97048f23c61b494c63a4dd9b7af5ee70144f8a3ba467a8269c4a71f3432ac47e|A|4 Micro|4.1 Estándar
M353|6649e28bff1b66dd4627a8f49252b0083e11e64590ab25da98f80c29c578fe39|A|2 Emp Medio|2.1 Gold
X354|ca521b94afb7371ffa80aa4922225ae5136f136819208e2f8ad815e81814caa3|A|2 Emp Medio|2.2 Silver
P355|670f3cbafd71721e9ccbebcedb5ebde8d0c753caee8f6c5f59052dc52e0ab5b5|A|4 Micro|4.5 Transaccional
H356|a217b3ae052dc82f149b11fced912f34b857dc73502bd5802c54eeb566c54bb5|B|2 Emp Medio|2.1 Gold
W357|020b4cb43a213e50a86d3b985b2d519d7a74151b84c60b2cefa187fef2185e12|A|3 Empresas Pymes|3.2 VIP Estándar
R358|68f8c09eb8133c9c3279ad89357751a667a4e7ee45cc9c9ad4553e024c3fba02|A|4 Micro|4.1 Estándar
F359|7ddb8c10f5088b8b938e1968e33c47faae8633e9eaa138a92fd5968a6c08e20c|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
I360|1f669fb5693c237caa5aa1162ffc602bb91f40dc227f63a5dbbae7f137725c61|A|4 Micro|4.1 Estándar
D361|389a89fda8df37db91e8b0ca0883843593213bd5e21cd1a546fff98b071e3412|A|4 Micro|4.5 Transaccional
O362|08928862442e4a046f4be225ac0742e507f6baa31e0940627d04338c7544019b|B|2 Emp Medio|2.1 Gold
M363|638243a409733a2c04b2993b016c761e4e809f662273bce29981f59e4d42ade1|A|2 Emp Medio|2.1 Gold
A364|0b5f967f2abf6d0e5e270c2bc344c04b3c9d0c6fd78cd04c98c0884d360b73f4|B|4 Micro|4.5 Transaccional
Z365|b71d4d02ae266205d3d7894f440db58c3338e5f62d411edc101ebc0a7bdfdf5d|A|3 Empresas Pymes|3.2 VIP Estándar
J366|44081c3029450d5d5aa31721364bbc717c3596ad3434e9121ac4a1e57a0ac576|A|4 Micro|4.5 Transaccional
K367|a361a2a69ab931735da86fd5659e0ef353186023c8874391227aa07662d72397|B|1 Emp Grandes|1.2 Premium
U368|fcbf2616ef2b73ac6b90aece83c5cae52cc036c99a217721f44bb1173072a861|A|1 Emp Grandes|1.2 Premium
M369|23dc182b6b7c73eef28c42456fe54ff0489a8a2ebc2c82fb6c6f69d735be88c8|C|2 Emp Medio|2.2 Silver
B370|22cedd6f826cd52a5a06d9adcdb282413dfd5cd2030d24bca36283797481c330|A|5 Micro|5.1 Colsubsidio
A371|25bc3abe8d023de9008c2acae87ddd9ce199f7d843f6ac406e84452a280d831a|A|2 Emp Medio|2.2 Silver
Y372|55167d3c3e0a4cb5e11e38bd9c6d209643f6516ab21a1f9ef515eb6512db1283|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
C373|b61a2e7940e47cc926317eef17387e82c7c89b61cab47a0e5a59c2c918c48273|A|2 Emp Medio|2.1 Gold
P374|74a07c559a3dd7e861c8b12691a2342df19e54814567929c13b928a39c20460a|A|1 Emp Grandes|1.1 Platinum
H375|cbc37fec89359114e9876b14660ca306b2d1bb754ff98210f6f78f45aa2e16ae|A|4 Micro|4.2 Trans. Mas de 100 Trab.
Z376|512ba938a4a04ca93afa630c7d52144ff3ae0775c7ca8985f8aa1b15422093cb|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
R377|349b231166a866a48ade1f1c76b04b3514eefc6122b9777459fb820b071b4f1d|A|4 Micro|4.4 Trans.Natural Ent. 11 a 99 Trab.
L378|c2d21342a6e6d199c2e1bb6d668f1e3bf76f4e9fb45176967bc7ba9a7123ca77|A|4 Micro|4.4 Trans.Natural Ent. 11 a 99 Trab.
M379|ece968838e2ec98c83d7267f88d5bc5d04daff421d2f825727def461f22d81ef|B|4 Micro|4.1 Estándar
X380|8b099f2479a8b3832d73ed6d64eccb1702ec1af30094803172bb5cebc1d14508|A|2 Emp Medio|2.2 Silver
P381|7fa1886035aef70d05477548663dad8912468f673b544e29a4ff0b1bd4585b48|A|4 Micro|4.7 Transaccional - Independiente
H382|63ac2e2833079811d138645208aae50022654af2c977f4dfbf8d3a3530f57e8a|A|3 Empresas Pymes|3.2 VIP Estándar
W383|25d501ca85928a9fe446f4f3ddf911fe37aa998280bbd11a5085e8dd1d8e85f7|A|1 Emp Grandes|1.2 Premium
R384|eedf8bfea3363bb16f3adb96168a7becb7ee6087970d8583e277aa9777e60de0|B|2 Emp Medio|2.2 Silver
F385|aa949603b8ed31068c8812519a45f87fe2dce1f271861f1739b61bacaf49ed4b|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
I386|49b6a8168954940459e2fddcb3bf8a72f0f9c67eedf0d3961b24341b1cf3e3e4|A|4 Micro|4.1 Estándar
D387|a9861e30eb51cae164bda3e9d55b77ce0dadf33e562dca0bd97f3b5c4394ba9e|A|4 Micro|4.5 Transaccional
O388|d875849b565282dbf78ae8a327f10e92ed35fab3f128f0e6a7d5e7f868377bfe|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
M389|1f70857fe389f0c660cef80224b29cb4e7a969c6a2f159a46d4fee1b10c1f7cc|A|2 Emp Medio|2.1 Gold
A390|6c09779ff5e90ff3881be7000e18a37a82921fff8521c23796a86b9ec3ea70be|A|4 Micro|4.5 Transaccional
Z391|97e61aa326a679c5f9ded6a33b7f55bf3b4f6909ab4cb59c2ac46001aea631dc|B|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
J392|3644e471b7ef61b21a563be86ef9eb5a2414cdba1166499ae779ea5bbcbcf6f7|C|2 Emp Medio|2.2 Silver
K393|69c8a4e02a3b30a7b0e374830dbeb120fa81e93c28d5e769f1982bdb85c2ccee|A|4 Micro|4.5 Transaccional
U394|af58c34ca6b15cc5775818e1e8d8d1af003cddc64f357a8f72ccef67ae97cbcc|A|4 Micro|4.5 Transaccional
M395|2761595a951859bad46c06431a8c9a7ccb7e3477f13705c6d599e9c629011d50|B|3 Empresas Pymes|3.2 VIP Estándar
B396|07540662432dbf5e9a57814e555395ca713bc7264cbecce4a8db18acf14f2801|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
A397|8e2b43d03e896a704efe099be0d9044b3da488df4c0e875b8c0b69efdcb93e27|B|1 Emp Grandes|1.1 Platinum
Y398|c4928063e9cafc15ab6b1d6d31ab874f9ed628255bb62aaa764baefe1721ff07|A|3 Empresas Pymes|3.2 VIP Estándar
C399|f0f2fca55f1c6b67d066d09c5a7627058d60e7e4deaa7d36703ad3ee5306cee2|C|5 Micro|5.1 Colsubsidio
P400|245c7f02645e5271decabf159fe1a98f3f1cdc21242a89343a868f78b7f4d0a7|A|3 Empresas Pymes|3.2 VIP Estándar
H401|943a89500fbf4a07b07cca40d34f1f9ffcaf7ed8e3e46a0ab03bea9b00b1e8db|A|2 Emp Medio|2.1 Gold
Z402|3619bf9d2a0d6159bd4046ed31d8fe42d31ac8f6cecabcc72cccd9552d265be7|A|2 Emp Medio|2.2 Silver
R403|97e9f143e2cc63dba95bc8f8b35f989f7ff4a734d1d00bc0a0afac6eff959b01|A|2 Emp Medio|2.1 Gold
L404|baef6daa4f3771358ab5cf827a5ce5ad01ee29df93004df876553d10f4125eaa|A|4 Micro|4.2 Trans. Mas de 100 Trab.
M405|ab5028a4329c8d5abd252e32da09ee8201c26fd07651c04ded39c772eb7d8f32|A|3 Empresas Pymes|3.1 VIP
X406|0606b065111cadc69738a02f692cab1a8c2b58952faa179484b915b0ab3141f9|C|2 Emp Medio|2.2 Silver
